# Description:
#    Intra-molecular correlation functions (form factors) for a copolymer in a
#    vaccuum with athermal, hard-sphere interactions for A-A and A-B and
#    attractive B-B interactions.These data were calculated from MD simulations
#    using the Debye method.
# 
# Source:
#   Coarse Grained MD Simulation
#
# Chain Length: 24
# Sequence: A*6 + B*12  + A*6
# bond types: harmonic
# bond_r0: 1.0
# bond_k: 50
# AA interactions: WCA
# sigma_AA = 1.0d
# epsilon_AA = 1.0e
# AB interactions: WCA
# sigma_AB = 1.0d
# epsilon_AB = 1.0e
# BB interactions: LJ
# sigma_BB = 1.0d
# epsilon_BB = 0.25e
# dr: 0.1 d
# dk: 0.031 d^-1
# length: 1024
# Omega Pair: B-B
# 
#k        Omega(k)
# 
6.19728    0.97814
6.22796    0.98755
6.25864    0.996967
6.28932    1.00638
6.32       1.01578
6.35068    1.02516
6.38136    1.03451
6.41204    1.04381
6.44272    1.05306
6.4734     1.06224
6.50408    1.07134
6.53476    1.08036
6.56544    1.08927
6.59612    1.09807
6.6268     1.10675
6.65748    1.1153
6.68816    1.1237
6.71884    1.13194
6.74952    1.14002
6.78019    1.14792
6.81087    1.15563
6.84155    1.16314
6.87223    1.17045
6.90291    1.17755
6.93359    1.18442
6.96427    1.19106
6.99495    1.19746
7.02563    1.20361
7.05631    1.20951
7.08699    1.21515
7.11767    1.22052
7.14835    1.22562
7.17903    1.23044
7.20971    1.23498
7.24039    1.23923
7.27107    1.24319
7.30175    1.24685
7.33243    1.25021
7.36311    1.25326
7.39379    1.25601
7.42447    1.25844
7.45515    1.26056
7.48583    1.26236
7.51651    1.26384
7.54719    1.265
7.57787    1.26584
7.60854    1.26636
7.63922    1.26655
7.6699     1.26642
7.70058    1.26598
7.73126    1.26521
7.76194    1.26413
7.79262    1.26273
7.8233     1.26102
7.85398    1.25902
7.88466    1.2567
7.91534    1.2541
7.94602    1.25121
7.9767     1.24804
8.00738    1.24459
8.03806    1.24089
8.06874    1.23693
8.09942    1.23273
8.1301     1.22829
8.16078    1.22363
8.19146    1.21876
8.22214    1.21369
8.25282    1.20843
8.2835     1.20299
8.31418    1.19739
8.34486    1.19164
8.37554    1.18575
8.40621    1.17973
8.43689    1.1736
8.46757    1.16736
8.49825    1.16103
8.52893    1.15463
8.55961    1.14815
8.59029    1.14162
8.62097    1.13503
8.65165    1.12842
8.68233    1.12177
8.71301    1.1151
8.74369    1.10843
8.77437    1.10175
8.80505    1.09508
8.83573    1.08843
8.86641    1.08179
8.89709    1.07518
8.92777    1.0686
8.95845    1.06207
8.98913    1.05557
9.01981    1.04913
9.05049    1.04274
9.08117    1.0364
9.11185    1.03013
9.14253    1.02392
9.17321    1.01779
9.20388    1.01172
9.23456    1.00573
9.26524    0.999816
9.29592    0.993984
9.3266     0.988235
9.35728    0.982571
9.38796    0.976996
9.41864    0.971511
9.44932    0.966118
9.48       0.960819
9.51068    0.955617
9.54136    0.950514
9.57204    0.945511
9.60272    0.940611
9.6334     0.935814
9.66408    0.931123
9.69476    0.926541
9.72544    0.922068
9.75612    0.917706
9.7868     0.913457
9.81748    0.909323
9.84816    0.905305
9.87884    0.901405
9.90952    0.897624
9.9402     0.893964
9.97087    0.890426
10.0016    0.887011
10.0322    0.88372
10.0629    0.880555
10.0936    0.877517
10.1243    0.874605
10.155     0.871822
10.1856    0.869167
10.2163    0.866642
10.247     0.864245
10.2777    0.86198
10.3084    0.859843
10.339     0.857837
10.3697    0.85596
10.4004    0.854214
10.4311    0.852595
10.4617    0.851106
10.4924    0.849745
10.5231    0.84851
10.5538    0.847401
10.5845    0.846419
10.6151    0.845563
10.6458    0.844828
10.6765    0.844218
10.7072    0.84373
10.7379    0.843363
10.7685    0.843116
10.7992    0.842989
10.8299    0.84298
10.8606    0.84309
10.8913    0.843317
10.9219    0.843662
10.9526    0.844124
10.9833    0.844702
11.014     0.845394
11.0447    0.846203
11.0753    0.847128
11.106     0.848165
11.1367    0.849318
11.1674    0.850585
11.1981    0.851965
11.2287    0.853457
11.2594    0.855062
11.2901    0.856779
11.3208    0.858605
11.3515    0.86054
11.3821    0.862584
11.4128    0.864733
11.4435    0.866987
11.4742    0.869344
11.5049    0.871802
11.5355    0.874359
11.5662    0.877012
11.5969    0.87976
11.6276    0.8826
11.6583    0.885528
11.6889    0.888543
11.7196    0.891643
11.7503    0.894822
11.781     0.89808
11.8117    0.901414
11.8423    0.904821
11.873     0.908298
11.9037    0.911842
11.9344    0.915452
11.965     0.919124
11.9957    0.922856
12.0264    0.926645
12.0571    0.93049
12.0878    0.934388
12.1184    0.938335
12.1491    0.942331
12.1798    0.946373
12.2105    0.950459
12.2412    0.954585
12.2718    0.95875
12.3025    0.962951
12.3332    0.967186
12.3639    0.97145
12.3946    0.975742
12.4252    0.980058
12.4559    0.984393
12.4866    0.988746
12.5173    0.99311
12.548     0.997483
12.5786    1.00186
12.6093    1.00623
12.64      1.0106
12.6707    1.01496
12.7014    1.0193
12.732     1.02362
12.7627    1.02792
12.7934    1.03218
12.8241    1.0364
12.8548    1.04058
12.8854    1.04471
12.9161    1.04879
12.9468    1.05281
12.9775    1.05676
13.0082    1.06065
13.0388    1.06447
13.0695    1.06821
13.1002    1.07187
13.1309    1.07545
13.1616    1.07894
13.1922    1.08234
13.2229    1.08566
13.2536    1.08887
13.2843    1.09199
13.315     1.09502
13.3456    1.09794
13.3763    1.10075
13.407     1.10346
13.4377    1.10607
13.4684    1.10856
13.499     1.11094
13.5297    1.1132
13.5604    1.11535
13.5911    1.11738
13.6217    1.11929
13.6524    1.12107
13.6831    1.12272
13.7138    1.12425
13.7445    1.12564
13.7751    1.1269
13.8058    1.12802
13.8365    1.129
13.8672    1.12985
13.8979    1.13055
13.9285    1.13111
13.9592    1.13152
13.9899    1.13179
14.0206    1.13192
14.0513    1.1319
14.0819    1.13173
14.1126    1.13143
14.1433    1.13097
14.174     1.13038
14.2047    1.12964
14.2353    1.12876
14.266     1.12775
14.2967    1.1266
14.3274    1.12532
14.3581    1.12391
14.3887    1.12238
14.4194    1.12072
14.4501    1.11894
14.4808    1.11704
14.5115    1.11504
14.5421    1.11292
14.5728    1.1107
14.6035    1.10839
14.6342    1.10597
14.6649    1.10347
14.6955    1.10088
14.7262    1.0982
14.7569    1.09545
14.7876    1.09262
14.8183    1.08972
14.8489    1.08676
14.8796    1.08374
14.9103    1.08065
14.941     1.07752
14.9717    1.07433
15.0023    1.0711
15.033     1.06783
15.0637    1.06451
15.0944    1.06117
15.1251    1.05779
15.1557    1.05438
15.1864    1.05095
15.2171    1.0475
15.2478    1.04403
15.2784    1.04054
15.3091    1.03704
15.3398    1.03354
15.3705    1.03003
15.4012    1.02652
15.4318    1.02302
15.4625    1.01952
15.4932    1.01602
15.5239    1.01254
15.5546    1.00908
15.5852    1.00563
15.6159    1.00221
15.6466    0.998813
15.6773    0.995443
15.708     0.992105
15.7386    0.9888
15.7693    0.985533
15.8       0.982305
15.8307    0.97912
15.8614    0.975978
15.892     0.972883
15.9227    0.969837
15.9534    0.966842
15.9841    0.963899
16.0148    0.96101
16.0454    0.958177
16.0761    0.955402
16.1068    0.952685
16.1375    0.950028
16.1682    0.947432
16.1988    0.944899
16.2295    0.94243
16.2602    0.940025
16.2909    0.937686
16.3216    0.935414
16.3522    0.93321
16.3829    0.931075
16.4136    0.92901
16.4443    0.927015
16.475     0.925092
16.5056    0.923243
16.5363    0.921467
16.567     0.919766
16.5977    0.918142
16.6284    0.916594
16.659     0.915124
16.6897    0.913732
16.7204    0.91242
16.7511    0.911188
16.7817    0.910039
16.8124    0.90897
16.8431    0.907985
16.8738    0.907083
16.9045    0.906265
16.9351    0.905531
16.9658    0.904883
16.9965    0.904319
17.0272    0.903842
17.0579    0.903451
17.0885    0.903144
17.1192    0.902925
17.1499    0.902792
17.1806    0.902744
17.2113    0.902783
17.2419    0.902906
17.2726    0.903115
17.3033    0.903409
17.334     0.903787
17.3647    0.904248
17.3953    0.904792
17.426     0.905418
17.4567    0.906124
17.4874    0.906912
17.5181    0.907777
17.5487    0.908721
17.5794    0.909741
17.6101    0.910837
17.6408    0.912006
17.6715    0.913249
17.7021    0.914562
17.7328    0.915944
17.7635    0.917395
17.7942    0.918912
17.8249    0.920494
17.8555    0.922139
17.8862    0.923845
17.9169    0.92561
17.9476    0.927433
17.9783    0.929312
18.0089    0.931246
18.0396    0.933232
18.0703    0.935268
18.101     0.937355
18.1317    0.939489
18.1623    0.941669
18.193     0.943893
18.2237    0.946161
18.2544    0.94847
18.2851    0.950819
18.3157    0.953207
18.3464    0.955632
18.3771    0.958092
18.4078    0.960587
18.4384    0.963114
18.4691    0.965672
18.4998    0.96826
18.5305    0.970875
18.5612    0.973517
18.5918    0.976182
18.6225    0.97887
18.6532    0.981578
18.6839    0.984304
18.7146    0.987046
18.7452    0.989801
18.7759    0.992567
18.8066    0.995342
18.8373    0.998122
18.868     1.0009
18.8986    1.00369
18.9293    1.00647
18.96      1.00924
18.9907    1.012
19.0214    1.01475
19.052     1.01749
19.0827    1.0202
19.1134    1.02289
19.1441    1.02556
19.1748    1.02819
19.2054    1.03079
19.2361    1.03335
19.2668    1.03588
19.2975    1.03836
19.3282    1.0408
19.3588    1.04318
19.3895    1.04552
19.4202    1.0478
19.4509    1.05002
19.4816    1.05219
19.5122    1.05429
19.5429    1.05633
19.5736    1.05831
19.6043    1.06022
19.635     1.06207
19.6656    1.06384
19.6963    1.06555
19.727     1.06719
19.7577    1.06875
19.7884    1.07025
19.819     1.07167
19.8497    1.07302
19.8804    1.0743
19.9111    1.0755
19.9417    1.07663
19.9724    1.07768
20.0031    1.07866
20.0338    1.07956
20.0645    1.08038
20.0951    1.08113
20.1258    1.0818
20.1565    1.08238
20.1872    1.08289
20.2179    1.08332
20.2485    1.08366
20.2792    1.08393
20.3099    1.08411
20.3406    1.0842
20.3713    1.08421
20.4019    1.08414
20.4326    1.08398
20.4633    1.08374
20.494     1.08341
20.5247    1.083
20.5553    1.0825
20.586     1.08192
20.6167    1.08126
20.6474    1.08051
20.6781    1.07968
20.7087    1.07878
20.7394    1.07779
20.7701    1.07673
20.8008    1.07559
20.8315    1.07438
20.8621    1.0731
20.8928    1.07175
20.9235    1.07033
20.9542    1.06884
20.9849    1.06729
21.0155    1.06568
21.0462    1.064
21.0769    1.06227
21.1076    1.06049
21.1383    1.05865
21.1689    1.05676
21.1996    1.05482
21.2303    1.05284
21.261     1.05082
21.2917    1.04875
21.3223    1.04664
21.353     1.0445
21.3837    1.04233
21.4144    1.04012
21.4451    1.03789
21.4757    1.03563
21.5064    1.03335
21.5371    1.03105
21.5678    1.02874
21.5984    1.02641
21.6291    1.02407
21.6598    1.02171
21.6905    1.01936
21.7212    1.017
21.7518    1.01464
21.7825    1.01228
21.8132    1.00992
21.8439    1.00757
21.8746    1.00523
21.9052    1.00291
21.9359    1.00059
21.9666    0.998295
21.9973    0.996014
22.028     0.993754
22.0586    0.991515
22.0893    0.989299
22.12      0.987108
22.1507    0.984945
22.1814    0.982809
22.212     0.980704
22.2427    0.97863
22.2734    0.976589
22.3041    0.974581
22.3348    0.972609
22.3654    0.970673
22.3961    0.968775
22.4268    0.966916
22.4575    0.965096
22.4882    0.963317
22.5188    0.961579
22.5495    0.959884
22.5802    0.958233
22.6109    0.956626
22.6416    0.955064
22.6722    0.953548
22.7029    0.952079
22.7336    0.950657
22.7643    0.949284
22.795     0.947959
22.8256    0.946684
22.8563    0.945459
22.887     0.944285
22.9177    0.943162
22.9484    0.942092
22.979     0.941074
23.0097    0.940109
23.0404    0.939198
23.0711    0.938342
23.1017    0.937541
23.1324    0.936795
23.1631    0.936105
23.1938    0.935472
23.2245    0.934896
23.2551    0.934378
23.2858    0.933918
23.3165    0.933517
23.3472    0.933176
23.3779    0.932893
23.4085    0.932671
23.4392    0.93251
23.4699    0.932408
23.5006    0.932369
23.5313    0.932391
23.5619    0.932474
23.5926    0.932619
23.6233    0.932826
23.654     0.933095
23.6847    0.933426
23.7153    0.933819
23.746     0.934273
23.7767    0.934789
23.8074    0.935366
23.8381    0.936004
23.8687    0.936702
23.8994    0.93746
23.9301    0.938277
23.9608    0.939153
23.9915    0.940086
24.0221    0.941076
24.0528    0.942122
24.0835    0.943223
24.1142    0.944376
24.1449    0.945583
24.1755    0.94684
24.2062    0.948146
24.2369    0.949501
24.2676    0.950902
24.2983    0.952347
24.3289    0.953836
24.3596    0.955366
24.3903    0.956935
24.421     0.958541
24.4517    0.960183
24.4823    0.961858
24.513     0.963565
24.5437    0.9653
24.5744    0.967063
24.6051    0.968851
24.6357    0.970662
24.6664    0.972493
24.6971    0.974344
24.7278    0.976211
24.7584    0.978092
24.7891    0.979986
24.8198    0.98189
24.8505    0.983802
24.8812    0.98572
24.9118    0.987643
24.9425    0.989567
24.9732    0.991493
25.0039    0.993416
25.0346    0.995337
25.0652    0.997252
25.0959    0.99916
25.1266    1.00106
25.1573    1.00295
25.188     1.00483
25.2186    1.00669
25.2493    1.00854
25.28      1.01038
25.3107    1.0122
25.3414    1.014
25.372     1.01577
25.4027    1.01753
25.4334    1.01927
25.4641    1.02098
25.4948    1.02267
25.5254    1.02433
25.5561    1.02597
25.5868    1.02757
25.6175    1.02915
25.6482    1.0307
25.6788    1.03221
25.7095    1.0337
25.7402    1.03515
25.7709    1.03656
25.8016    1.03794
25.8322    1.03928
25.8629    1.04058
25.8936    1.04184
25.9243    1.04306
25.955     1.04424
25.9856    1.04538
26.0163    1.04647
26.047     1.04751
26.0777    1.04851
26.1084    1.04946
26.139     1.05037
26.1697    1.05122
26.2004    1.05203
26.2311    1.05279
26.2618    1.05349
26.2924    1.05414
26.3231    1.05474
26.3538    1.05529
26.3845    1.05579
26.4151    1.05623
26.4458    1.05661
26.4765    1.05695
26.5072    1.05722
26.5379    1.05745
26.5685    1.05761
26.5992    1.05772
26.6299    1.05778
26.6606    1.05778
26.6913    1.05772
26.7219    1.0576
26.7526    1.05743
26.7833    1.05721
26.814     1.05693
26.8447    1.05659
26.8753    1.0562
26.906     1.05575
26.9367    1.05525
26.9674    1.05469
26.9981    1.05408
27.0287    1.05342
27.0594    1.05271
27.0901    1.05195
27.1208    1.05113
27.1515    1.05027
27.1821    1.04937
27.2128    1.04841
27.2435    1.04742
27.2742    1.04638
27.3049    1.04529
27.3355    1.04417
27.3662    1.04301
27.3969    1.04181
27.4276    1.04058
27.4583    1.03931
27.4889    1.03801
27.5196    1.03668
27.5503    1.03532
27.581     1.03393
27.6117    1.03251
27.6423    1.03107
27.673     1.02961
27.7037    1.02812
27.7344    1.02662
27.7651    1.0251
27.7957    1.02356
27.8264    1.02201
27.8571    1.02044
27.8878    1.01886
27.9184    1.01727
27.9491    1.01567
27.9798    1.01407
28.0105    1.01245
28.0412    1.01084
28.0718    1.00922
28.1025    1.0076
28.1332    1.00598
28.1639    1.00436
28.1946    1.00274
28.2252    1.00113
28.2559    0.999525
28.2866    0.997927
28.3173    0.996337
28.348     0.994756
28.3786    0.993187
28.4093    0.991631
28.44      0.990089
28.4707    0.988562
28.5014    0.987051
28.532     0.985557
28.5627    0.984082
28.5934    0.982628
28.6241    0.981194
28.6548    0.979782
28.6854    0.978393
28.7161    0.977029
28.7468    0.97569
28.7775    0.974378
28.8082    0.973093
28.8388    0.971836
28.8695    0.970609
28.9002    0.969414
28.9309    0.968249
28.9616    0.967118
28.9922    0.96602
29.0229    0.964958
29.0536    0.963931
29.0843    0.962942
29.115     0.96199
29.1456    0.961078
29.1763    0.960205
29.207     0.959373
29.2377    0.958582
29.2684    0.957833
29.299     0.957126
29.3297    0.956463
29.3604    0.955843
29.3911    0.955267
29.4218    0.954735
29.4524    0.954247
29.4831    0.953803
29.5138    0.953404
29.5445    0.953048
29.5751    0.952737
29.6058    0.95247
29.6365    0.952247
29.6672    0.952067
29.6979    0.95193
29.7285    0.951835
29.7592    0.951784
29.7899    0.951775
29.8206    0.951808
29.8513    0.951883
29.8819    0.952
29.9126    0.952158
29.9433    0.952357
29.974     0.952598
30.0047    0.95288
30.0353    0.953202
30.066     0.953565
30.0967    0.953969
30.1274    0.954414
30.1581    0.954898
30.1887    0.955423
30.2194    0.955988
30.2501    0.956593
30.2808    0.957236
30.3115    0.957919
30.3421    0.95864
30.3728    0.959399
30.4035    0.960196
30.4342    0.961029
30.4649    0.961897
30.4955    0.962801
30.5262    0.963739
30.5569    0.964709
30.5876    0.965712
30.6183    0.966745
30.6489    0.967808
30.6796    0.968898
30.7103    0.970016
30.741     0.971159
30.7717    0.972326
30.8023    0.973516
30.833     0.974727
30.8637    0.975959
30.8944    0.977208
30.9251    0.978475
30.9557    0.979758
30.9864    0.981056
31.0171    0.982367
31.0478    0.98369
31.0785    0.985024
31.1091    0.986369
31.1398    0.987722
31.1705    0.989083
31.2012    0.99045
31.2318    0.991823
31.2625    0.993201
31.2932    0.994583
31.3239    0.995967
31.3546    0.997353
31.3852    0.998739
31.4159    1.00012
