# Description:
#    Intra-molecular correlation functions (form factors) for a copolymer in a
#    vaccuum with athermal, hard-sphere interactions for A-A and A-B and
#    attractive B-B interactions.These data were calculated from MD simulations
#    using the Debye method.
# 
# Source:
#   Coarse Grained MD Simulation
#
# Chain Length: 24
# Sequence: A*12 + B*12
# bond types: harmonic
# bond_r0: 1.0
# bond_k: 50
# AA interactions: WCA
# sigma_AA = 1.0d
# epsilon_AA = 1.0e
# AB interactions: WCA
# sigma_AB = 1.0d
# epsilon_AB = 1.0e
# BB interactions: LJ
# sigma_BB = 1.0d
# epsilon_BB = 0.25e
# dr: 0.1 d
# dk: 0.031 d^-1
# length: 1024
# Omega Pair: A-A
# 
#k        Omega(k)
# 
12.9775    1.05541
13.0082    1.05919
13.0388    1.06288
13.0695    1.06651
13.1002    1.07005
13.1309    1.0735
13.1616    1.07687
13.1922    1.08015
13.2229    1.08334
13.2536    1.08642
13.2843    1.08941
13.315     1.0923
13.3456    1.09509
13.3763    1.09776
13.407     1.10034
13.4377    1.1028
13.4684    1.10515
13.499     1.10739
13.5297    1.10952
13.5604    1.11153
13.5911    1.11343
13.6217    1.11521
13.6524    1.11687
13.6831    1.11842
13.7138    1.11984
13.7445    1.12114
13.7751    1.12232
13.8058    1.12338
13.8365    1.12431
13.8672    1.12512
13.8979    1.1258
13.9285    1.12635
13.9592    1.12677
13.9899    1.12706
14.0206    1.12721
14.0513    1.12724
14.0819    1.12713
14.1126    1.12689
14.1433    1.12652
14.174     1.12601
14.2047    1.12537
14.2353    1.12459
14.266     1.12368
14.2967    1.12265
14.3274    1.12148
14.3581    1.12019
14.3887    1.11877
14.4194    1.11723
14.4501    1.11556
14.4808    1.11378
14.5115    1.11188
14.5421    1.10988
14.5728    1.10776
14.6035    1.10555
14.6342    1.10323
14.6649    1.10082
14.6955    1.09832
14.7262    1.09573
14.7569    1.09306
14.7876    1.09031
14.8183    1.08749
14.8489    1.0846
14.8796    1.08164
14.9103    1.07863
14.941     1.07556
14.9717    1.07245
15.0023    1.06928
15.033     1.06607
15.0637    1.06283
15.0944    1.05955
15.1251    1.05624
15.1557    1.05291
15.1864    1.04955
15.2171    1.04617
15.2478    1.04278
15.2784    1.03938
15.3091    1.03596
15.3398    1.03254
15.3705    1.02912
15.4012    1.02569
15.4318    1.02227
15.4625    1.01886
15.4932    1.01545
15.5239    1.01205
15.5546    1.00867
15.5852    1.00531
15.6159    1.00197
15.6466    0.998652
15.6773    0.995359
15.708     0.992094
15.7386    0.988861
15.7693    0.985662
15.8       0.982499
15.8307    0.979376
15.8614    0.976293
15.892     0.973255
15.9227    0.970263
15.9534    0.967319
15.9841    0.964427
16.0148    0.961587
16.0454    0.958801
16.0761    0.956073
16.1068    0.953403
16.1375    0.950794
16.1682    0.948246
16.1988    0.945762
16.2295    0.943344
16.2602    0.940991
16.2909    0.938708
16.3216    0.936493
16.3522    0.93435
16.3829    0.932278
16.4136    0.930279
16.4443    0.928354
16.475     0.926504
16.5056    0.92473
16.5363    0.923034
16.567     0.921415
16.5977    0.919874
16.6284    0.918413
16.659     0.917032
16.6897    0.915731
16.7204    0.914511
16.7511    0.913372
16.7817    0.912315
16.8124    0.91134
16.8431    0.910446
16.8738    0.909635
16.9045    0.908905
16.9351    0.908257
16.9658    0.90769
16.9965    0.907204
17.0272    0.9068
17.0579    0.906477
17.0885    0.906232
17.1192    0.906068
17.1499    0.905983
17.1806    0.905976
17.2113    0.906048
17.2419    0.906196
17.2726    0.906422
17.3033    0.906723
17.334     0.907101
17.3647    0.907555
17.3953    0.908083
17.426     0.908685
17.4567    0.909362
17.4874    0.910112
17.5181    0.910935
17.5487    0.91183
17.5794    0.912797
17.6101    0.913837
17.6408    0.914946
17.6715    0.916127
17.7021    0.917376
17.7328    0.918694
17.7635    0.92008
17.7942    0.921534
17.8249    0.923053
17.8555    0.924637
17.8862    0.926284
17.9169    0.927993
17.9476    0.929762
17.9783    0.931591
18.0089    0.933476
18.0396    0.935416
18.0703    0.937409
18.101     0.939454
18.1317    0.941548
18.1623    0.943688
18.193     0.945873
18.2237    0.948101
18.2544    0.95037
18.2851    0.952676
18.3157    0.955018
18.3464    0.957394
18.3771    0.959801
18.4078    0.962238
18.4384    0.964704
18.4691    0.967194
18.4998    0.969708
18.5305    0.972245
18.5612    0.974801
18.5918    0.977376
18.6225    0.979968
18.6532    0.982574
18.6839    0.985195
18.7146    0.987826
18.7452    0.990468
18.7759    0.993118
18.8066    0.995775
18.8373    0.998436
18.868     1.0011
18.8986    1.00376
18.9293    1.00643
18.96      1.00909
18.9907    1.01174
19.0214    1.01438
19.052     1.01702
19.0827    1.01964
19.1134    1.02224
19.1441    1.02483
19.1748    1.02739
19.2054    1.02993
19.2361    1.03243
19.2668    1.03491
19.2975    1.03735
19.3282    1.03976
19.3588    1.04212
19.3895    1.04444
19.4202    1.04671
19.4509    1.04892
19.4816    1.05109
19.5122    1.0532
19.5429    1.05525
19.5736    1.05723
19.6043    1.05915
19.635     1.06101
19.6656    1.06279
19.6963    1.0645
19.727     1.06614
19.7577    1.0677
19.7884    1.06919
19.819     1.07059
19.8497    1.07192
19.8804    1.07316
19.9111    1.07433
19.9417    1.07541
19.9724    1.07641
20.0031    1.07733
20.0338    1.07817
20.0645    1.07892
20.0951    1.07959
20.1258    1.08017
20.1565    1.08068
20.1872    1.0811
20.2179    1.08145
20.2485    1.08171
20.2792    1.08189
20.3099    1.08199
20.3406    1.08202
20.3713    1.08196
20.4019    1.08182
20.4326    1.08161
20.4633    1.08132
20.494     1.08095
20.5247    1.08051
20.5553    1.07999
20.586     1.07939
20.6167    1.07871
20.6474    1.07796
20.6781    1.07714
20.7087    1.07623
20.7394    1.07526
20.7701    1.07421
20.8008    1.07308
20.8315    1.07189
20.8621    1.07062
20.8928    1.06928
20.9235    1.06788
20.9542    1.0664
20.9849    1.06487
21.0155    1.06327
21.0462    1.06161
21.0769    1.05989
21.1076    1.05812
21.1383    1.05629
21.1689    1.05442
21.1996    1.0525
21.2303    1.05053
21.261     1.04853
21.2917    1.04649
21.3223    1.04442
21.353     1.04231
21.3837    1.04018
21.4144    1.03803
21.4451    1.03585
21.4757    1.03365
21.5064    1.03144
21.5371    1.02922
21.5678    1.02699
21.5984    1.02475
21.6291    1.0225
21.6598    1.02025
21.6905    1.018
21.7212    1.01575
21.7518    1.0135
21.7825    1.01125
21.8132    1.00902
21.8439    1.00678
21.8746    1.00456
21.9052    1.00235
21.9359    1.00015
21.9666    0.997961
21.9973    0.995789
22.028     0.993633
22.0586    0.991494
22.0893    0.989375
22.12      0.987276
22.1507    0.9852
22.1814    0.983148
22.212     0.981121
22.2427    0.979122
22.2734    0.977151
22.3041    0.975211
22.3348    0.973303
22.3654    0.971429
22.3961    0.96959
22.4268    0.967789
22.4575    0.966026
22.4882    0.964304
22.5188    0.962623
22.5495    0.960985
22.5802    0.959391
22.6109    0.957842
22.6416    0.95634
22.6722    0.954885
22.7029    0.953478
22.7336    0.95212
22.7643    0.950812
22.795     0.949553
22.8256    0.948345
22.8563    0.947188
22.887     0.946082
22.9177    0.945027
22.9484    0.944024
22.979     0.943071
23.0097    0.942171
23.0404    0.941322
23.0711    0.940524
23.1017    0.939779
23.1324    0.939085
23.1631    0.938443
23.1938    0.937854
23.2245    0.937317
23.2551    0.936833
23.2858    0.936401
23.3165    0.936023
23.3472    0.935699
23.3779    0.935428
23.4085    0.935213
23.4392    0.935052
23.4699    0.934946
23.5006    0.934896
23.5313    0.934901
23.5619    0.934962
23.5926    0.93508
23.6233    0.935253
23.654     0.935482
23.6847    0.935768
23.7153    0.936109
23.746     0.936505
23.7767    0.936957
23.8074    0.937464
23.8381    0.938024
23.8687    0.938639
23.8994    0.939307
23.9301    0.940027
23.9608    0.940799
23.9915    0.941624
24.0221    0.942498
24.0528    0.943424
24.0835    0.944399
24.1142    0.945423
24.1449    0.946496
24.1755    0.947617
24.2062    0.948786
24.2369    0.950001
24.2676    0.951263
24.2983    0.952571
24.3289    0.953924
24.3596    0.955321
24.3903    0.956761
24.421     0.958243
24.4517    0.959767
24.4823    0.96133
24.513     0.962932
24.5437    0.964571
24.5744    0.966245
24.6051    0.967953
24.6357    0.969692
24.6664    0.971461
24.6971    0.973257
24.7278    0.975078
24.7584    0.976922
24.7891    0.978786
24.8198    0.980668
24.8505    0.982565
24.8812    0.984476
24.9118    0.986397
24.9425    0.988326
24.9732    0.990261
25.0039    0.992201
25.0346    0.994141
25.0652    0.996082
25.0959    0.99802
25.1266    0.999953
25.1573    1.00188
25.188     1.0038
25.2186    1.00571
25.2493    1.00761
25.28      1.0095
25.3107    1.01137
25.3414    1.01323
25.372     1.01507
25.4027    1.01689
25.4334    1.01869
25.4641    1.02047
25.4948    1.02223
25.5254    1.02396
25.5561    1.02567
25.5868    1.02735
25.6175    1.029
25.6482    1.03062
25.6788    1.03221
25.7095    1.03376
25.7402    1.03528
25.7709    1.03676
25.8016    1.0382
25.8322    1.03961
25.8629    1.04097
25.8936    1.04229
25.9243    1.04357
25.955     1.0448
25.9856    1.04598
26.0163    1.04712
26.047     1.04821
26.0777    1.04925
26.1084    1.05024
26.139     1.05117
26.1697    1.05206
26.2004    1.05289
26.2311    1.05366
26.2618    1.05438
26.2924    1.05505
26.3231    1.05565
26.3538    1.0562
26.3845    1.05669
26.4151    1.05713
26.4458    1.0575
26.4765    1.05781
26.5072    1.05806
26.5379    1.05825
26.5685    1.05838
26.5992    1.05845
26.6299    1.05846
26.6606    1.05841
26.6913    1.05829
26.7219    1.05812
26.7526    1.05788
26.7833    1.05758
26.814     1.05723
26.8447    1.05681
26.8753    1.05634
26.906     1.05581
26.9367    1.05522
26.9674    1.05457
26.9981    1.05388
27.0287    1.05312
27.0594    1.05232
27.0901    1.05146
27.1208    1.05056
27.1515    1.0496
27.1821    1.0486
27.2128    1.04756
27.2435    1.04647
27.2742    1.04534
27.3049    1.04417
27.3355    1.04296
27.3662    1.04172
27.3969    1.04044
27.4276    1.03913
27.4583    1.03779
27.4889    1.03642
27.5196    1.03503
27.5503    1.03361
27.581     1.03217
27.6117    1.0307
27.6423    1.02922
27.673     1.02773
27.7037    1.02621
27.7344    1.02469
27.7651    1.02315
27.7957    1.0216
27.8264    1.02004
27.8571    1.01848
27.8878    1.0169
27.9184    1.01533
27.9491    1.01375
27.9798    1.01216
28.0105    1.01058
28.0412    1.00899
28.0718    1.0074
28.1025    1.00582
28.1332    1.00424
28.1639    1.00266
28.1946    1.00109
28.2252    0.999527
28.2559    0.99797
28.2866    0.996422
28.3173    0.994885
28.348     0.99336
28.3786    0.991848
28.4093    0.990351
28.44      0.988871
28.4707    0.987408
28.5014    0.985964
28.532     0.984541
28.5627    0.98314
28.5934    0.981763
28.6241    0.98041
28.6548    0.979082
28.6854    0.977781
28.7161    0.976509
28.7468    0.975265
28.7775    0.974051
28.8082    0.972867
28.8388    0.971715
28.8695    0.970594
28.9002    0.969506
28.9309    0.96845
28.9616    0.967427
28.9922    0.966439
29.0229    0.965483
29.0536    0.964562
29.0843    0.963675
29.115     0.962822
29.1456    0.962004
29.1763    0.961221
29.207     0.960473
29.2377    0.95976
29.2684    0.959082
29.299     0.95844
29.3297    0.957833
29.3604    0.957263
29.3911    0.956729
29.4218    0.956232
29.4524    0.955772
29.4831    0.955348
29.5138    0.954963
29.5445    0.954614
29.5751    0.954305
29.6058    0.954033
29.6365    0.9538
29.6672    0.953606
29.6979    0.953452
29.7285    0.953337
29.7592    0.953262
29.7899    0.953227
29.8206    0.953233
29.8513    0.953279
29.8819    0.953366
29.9126    0.953495
29.9433    0.953665
29.974     0.953876
30.0047    0.95413
30.0353    0.954425
30.066     0.954761
30.0967    0.95514
30.1274    0.955559
30.1581    0.956021
30.1887    0.956524
30.2194    0.957067
30.2501    0.957651
30.2808    0.958275
30.3115    0.958938
30.3421    0.95964
30.3728    0.960379
30.4035    0.961156
30.4342    0.961968
30.4649    0.962815
30.4955    0.963695
30.5262    0.964609
30.5569    0.965553
30.5876    0.966528
30.6183    0.967531
30.6489    0.968561
30.6796    0.969618
30.7103    0.970699
30.741     0.971804
30.7717    0.972931
30.8023    0.974078
30.833     0.975246
30.8637    0.976432
30.8944    0.977636
30.9251    0.978856
30.9557    0.980091
30.9864    0.981342
31.0171    0.982605
31.0478    0.983882
31.0785    0.985171
31.1091    0.98647
31.1398    0.98778
31.1705    0.9891
31.2012    0.990428
31.2318    0.991763
31.2625    0.993106
31.2932    0.994455
31.3239    0.995809
31.3546    0.997166
31.3852    0.998527
31.4159    0.999889
